year,emp_type_code,emp_type,item,unit,value
2015,03,비정규근로자,총근로일수,일,18.1
2015,03,비정규근로자,총근로시간,시간,131.6
2015,03,비정규근로자,소정실근로시간,시간,128.3
2015,03,비정규근로자,초과근로시간,시간,3.4
2015,03,비정규근로자,휴일근로시간,시간,1.6
2015,03,비정규근로자,시간당임금총액,원,11452.0
2015,03,비정규근로자,시간당정액급여,원,11067.0
2015,03,비정규근로자,월임금총액,천원,1372.0
2015,03,비정규근로자,월급여액,천원,1342.0
2015,03,비정규근로자,정액급여,천원,1278.0
2015,03,비정규근로자,초과급여,천원,64.0
2015,03,비정규근로자,전년도 연간특별급여/12개월,천원,30.0
2015,03,비정규근로자,전년도 연간특별급여,천원,366.0
2016,03,비정규근로자,총근로일수,일,17.6
2016,03,비정규근로자,총근로시간,시간,129.3
2016,03,비정규근로자,소정실근로시간,시간,123.8
2016,03,비정규근로자,초과근로시간,시간,5.5
2016,03,비정규근로자,휴일근로시간,시간,1.7
2016,03,비정규근로자,시간당임금총액,원,12076.0
2016,03,비정규근로자,시간당정액급여,원,11739.0
2016,03,비정규근로자,월임금총액,천원,1445.0
2016,03,비정규근로자,월급여액,천원,1411.0
2016,03,비정규근로자,정액급여,천원,1338.0
2016,03,비정규근로자,초과급여,천원,73.0
2016,03,비정규근로자,전년도 연간특별급여/12개월,천원,35.0
2016,03,비정규근로자,전년도 연간특별급여,천원,418.0
2017,03,비정규근로자,총근로일수,일,17.4
2017,03,비정규근로자,총근로시간,시간,125.1
2017,03,비정규근로자,소정실근로시간,시간,120.0
2017,03,비정규근로자,초과근로시간,시간,5.1
2017,03,비정규근로자,휴일근로시간,시간,1.6
2017,03,비정규근로자,시간당임금총액,원,13053.0
2017,03,비정규근로자,시간당정액급여,원,12760.0
2017,03,비정규근로자,월임금총액,천원,1506.0
2017,03,비정규근로자,월급여액,천원,1473.0
2017,03,비정규근로자,정액급여,천원,1403.0
2017,03,비정규근로자,초과급여,천원,70.0
2017,03,비정규근로자,전년도 연간특별급여/12개월,천원,33.0
2017,03,비정규근로자,전년도 연간특별급여,천원,396.0
2018,03,비정규근로자,총근로일수,일,16.5
2018,03,비정규근로자,총근로시간,시간,116.3
2018,03,비정규근로자,소정실근로시간,시간,111.9
2018,03,비정규근로자,초과근로시간,시간,4.4
2018,03,비정규근로자,휴일근로시간,시간,1.6
2018,03,비정규근로자,시간당임금총액,원,14492.0
2018,03,비정규근로자,시간당정액급여,원,14181.0
2018,03,비정규근로자,월임금총액,천원,1588.0
2018,03,비정규근로자,월급여액,천원,1554.0
2018,03,비정규근로자,정액급여,천원,1487.0
2018,03,비정규근로자,초과급여,천원,67.0
2018,03,비정규근로자,전년도 연간특별급여/12개월,천원,33.0
2018,03,비정규근로자,전년도 연간특별급여,천원,402.0
2019,03,비정규근로자,총근로일수,일,16.0
2019,03,비정규근로자,총근로시간,시간,112.1
2019,03,비정규근로자,소정실근로시간,시간,108.0
2019,03,비정규근로자,초과근로시간,시간,4.0
2019,03,비정규근로자,휴일근로시간,시간,1.3
2019,03,비정규근로자,시간당임금총액,원,15472.0
2019,03,비정규근로자,시간당정액급여,원,15191.0
2019,03,비정규근로자,월임금총액,천원,1643.0
2019,03,비정규근로자,월급여액,천원,1611.0
2019,03,비정규근로자,정액급여,천원,1546.0
2019,03,비정규근로자,초과급여,천원,65.0
2019,03,비정규근로자,전년도 연간특별급여/12개월,천원,33.0
2019,03,비정규근로자,전년도 연간특별급여,천원,393.0
2020,03,비정규근로자,총근로일수,일,16.9
2020,03,비정규근로자,총근로시간,시간,114.0
2020,03,비정규근로자,소정실근로시간,시간,110.6
2020,03,비정규근로자,초과근로시간,시간,3.4
2020,03,비정규근로자,휴일근로시간,시간,0.9
2020,03,비정규근로자,시간당임금총액,원,15015.0
2020,03,비정규근로자,시간당정액급여,원,14734.0
2020,03,비정규근로자,월임금총액,천원,1620.0
2020,03,비정규근로자,월급여액,천원,1588.0
2020,03,비정규근로자,정액급여,천원,1529.0
2020,03,비정규근로자,초과급여,천원,59.0
2020,03,비정규근로자,전년도 연간특별급여/12개월,천원,32.0
2020,03,비정규근로자,전년도 연간특별급여,천원,384.0
2021,03,비정규근로자,총근로일수,일,16.9
2021,03,비정규근로자,총근로시간,시간,115.4
2021,03,비정규근로자,소정실근로시간,시간,111.7
2021,03,비정규근로자,초과근로시간,시간,3.7
2021,03,비정규근로자,휴일근로시간,시간,0.9
2021,03,비정규근로자,시간당임금총액,원,15482.0
2021,03,비정규근로자,시간당정액급여,원,15188.0
2021,03,비정규근로자,월임금총액,천원,1681.0
2021,03,비정규근로자,월급여액,천원,1649.0
2021,03,비정규근로자,정액급여,천원,1583.0
2021,03,비정규근로자,초과급여,천원,67.0
2021,03,비정규근로자,전년도 연간특별급여/12개월,천원,31.0
2021,03,비정규근로자,전년도 연간특별급여,천원,375.0
2022,03,비정규근로자,총근로일수,일,16.3
2022,03,비정규근로자,총근로시간,시간,111.7
2022,03,비정규근로자,소정실근로시간,시간,107.4
2022,03,비정규근로자,초과근로시간,시간,4.3
2022,03,비정규근로자,휴일근로시간,시간,1.3
2022,03,비정규근로자,시간당임금총액,원,17233.0
2022,03,비정규근로자,시간당정액급여,원,16826.0
2022,03,비정규근로자,월임금총액,천원,1826.0
2022,03,비정규근로자,월급여액,천원,1782.0
2022,03,비정규근로자,정액급여,천원,1699.0
2022,03,비정규근로자,초과급여,천원,83.0
2022,03,비정규근로자,전년도 연간특별급여/12개월,천원,44.0
2022,03,비정규근로자,전년도 연간특별급여,천원,531.0
2023,03,비정규근로자,총근로일수,일,16.7
2023,03,비정규근로자,총근로시간,시간,111.0
2023,03,비정규근로자,소정실근로시간,시간,107.2
2023,03,비정규근로자,초과근로시간,시간,3.8
2023,03,비정규근로자,휴일근로시간,시간,1.1
2023,03,비정규근로자,시간당임금총액,원,17586.0
2023,03,비정규근로자,시간당정액급여,원,17204.0
2023,03,비정규근로자,월임금총액,천원,1876.0
2023,03,비정규근로자,월급여액,천원,1832.0
2023,03,비정규근로자,정액급여,천원,1753.0
2023,03,비정규근로자,초과급여,천원,79.0
2023,03,비정규근로자,전년도 연간특별급여/12개월,천원,44.0
2023,03,비정규근로자,전년도 연간특별급여,천원,522.0
2024,03,비정규근로자,총근로일수,일,16.1
2024,03,비정규근로자,총근로시간,시간,105.8
2024,03,비정규근로자,소정실근로시간,시간,101.8
2024,03,비정규근로자,초과근로시간,시간,4.1
2024,03,비정규근로자,휴일근로시간,시간,1.2
2024,03,비정규근로자,시간당임금총액,원,18404.0
2024,03,비정규근로자,시간당정액급여,원,18054.0
2024,03,비정규근로자,월임금총액,천원,1909.0
2024,03,비정규근로자,월급여액,천원,1868.0
2024,03,비정규근로자,정액급여,천원,1787.0
2024,03,비정규근로자,초과급여,천원,82.0
2024,03,비정규근로자,전년도 연간특별급여/12개월,천원,40.0
2024,03,비정규근로자,전년도 연간특별급여,천원,482.0
2025,03,비정규근로자,총근로일수,일,16.2
2025,03,비정규근로자,총근로시간,시간,104.8
2025,03,비정규근로자,소정실근로시간,시간,100.6
2025,03,비정규근로자,초과근로시간,시간,4.2
2025,03,비정규근로자,휴일근로시간,시간,1.4
2025,03,비정규근로자,시간당임금총액,원,18635.0
2025,03,비정규근로자,시간당정액급여,원,18245.0
2025,03,비정규근로자,월임금총액,천원,1921.0
2025,03,비정규근로자,월급여액,천원,1880.0
2025,03,비정규근로자,정액급여,천원,1792.0
2025,03,비정규근로자,초과급여,천원,88.0
2025,03,비정규근로자,전년도 연간특별급여/12개월,천원,40.0
2025,03,비정규근로자,전년도 연간특별급여,천원,485.0
2007,04,비정규근로자(특수형태포함),총근로일수,일,
2007,04,비정규근로자(특수형태포함),총근로시간,시간,
2007,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2007,04,비정규근로자(특수형태포함),초과근로시간,시간,
2007,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2007,04,비정규근로자(특수형태포함),시간당임금총액,원,
2007,04,비정규근로자(특수형태포함),시간당정액급여,원,
2007,04,비정규근로자(특수형태포함),월임금총액,천원,1349.0
2007,04,비정규근로자(특수형태포함),월급여액,천원,1313.0
2007,04,비정규근로자(특수형태포함),정액급여,천원,1281.0
2007,04,비정규근로자(특수형태포함),초과급여,천원,31.0
2007,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,37.0
2007,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,443.0
2008,04,비정규근로자(특수형태포함),총근로일수,일,
2008,04,비정규근로자(특수형태포함),총근로시간,시간,
2008,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2008,04,비정규근로자(특수형태포함),초과근로시간,시간,
2008,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2008,04,비정규근로자(특수형태포함),시간당임금총액,원,
2008,04,비정규근로자(특수형태포함),시간당정액급여,원,
2008,04,비정규근로자(특수형태포함),월임금총액,천원,1379.0
2008,04,비정규근로자(특수형태포함),월급여액,천원,1345.0
2008,04,비정규근로자(특수형태포함),정액급여,천원,1314.0
2008,04,비정규근로자(특수형태포함),초과급여,천원,31.0
2008,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,34.0
2008,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,404.0
2009,04,비정규근로자(특수형태포함),총근로일수,일,
2009,04,비정규근로자(특수형태포함),총근로시간,시간,
2009,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2009,04,비정규근로자(특수형태포함),초과근로시간,시간,
2009,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2009,04,비정규근로자(특수형태포함),시간당임금총액,원,
2009,04,비정규근로자(특수형태포함),시간당정액급여,원,
2009,04,비정규근로자(특수형태포함),월임금총액,천원,1373.0
2009,04,비정규근로자(특수형태포함),월급여액,천원,1341.0
2009,04,비정규근로자(특수형태포함),정액급여,천원,1312.0
2009,04,비정규근로자(특수형태포함),초과급여,천원,29.0
2009,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,32.0
2009,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,383.0
2010,04,비정규근로자(특수형태포함),총근로일수,일,
2010,04,비정규근로자(특수형태포함),총근로시간,시간,
2010,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2010,04,비정규근로자(특수형태포함),초과근로시간,시간,
2010,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2010,04,비정규근로자(특수형태포함),시간당임금총액,원,
2010,04,비정규근로자(특수형태포함),시간당정액급여,원,
2010,04,비정규근로자(특수형태포함),월임금총액,천원,1387.0
2010,04,비정규근로자(특수형태포함),월급여액,천원,1360.0
2010,04,비정규근로자(특수형태포함),정액급여,천원,1328.0
2010,04,비정규근로자(특수형태포함),초과급여,천원,32.0
2010,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,28.0
2010,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,333.0
2011,04,비정규근로자(특수형태포함),총근로일수,일,
2011,04,비정규근로자(특수형태포함),총근로시간,시간,
2011,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2011,04,비정규근로자(특수형태포함),초과근로시간,시간,
2011,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2011,04,비정규근로자(특수형태포함),시간당임금총액,원,
2011,04,비정규근로자(특수형태포함),시간당정액급여,원,
2011,04,비정규근로자(특수형태포함),월임금총액,천원,1472.0
2011,04,비정규근로자(특수형태포함),월급여액,천원,1442.0
2011,04,비정규근로자(특수형태포함),정액급여,천원,1403.0
2011,04,비정규근로자(특수형태포함),초과급여,천원,40.0
2011,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,30.0
2011,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,356.0
2012,04,비정규근로자(특수형태포함),총근로일수,일,
2012,04,비정규근로자(특수형태포함),총근로시간,시간,
2012,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2012,04,비정규근로자(특수형태포함),초과근로시간,시간,
2012,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2012,04,비정규근로자(특수형태포함),시간당임금총액,원,
2012,04,비정규근로자(특수형태포함),시간당정액급여,원,
2012,04,비정규근로자(특수형태포함),월임금총액,천원,1499.0
2012,04,비정규근로자(특수형태포함),월급여액,천원,1472.0
2012,04,비정규근로자(특수형태포함),정액급여,천원,1428.0
2012,04,비정규근로자(특수형태포함),초과급여,천원,43.0
2012,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,27.0
2012,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,325.0
2013,04,비정규근로자(특수형태포함),총근로일수,일,
2013,04,비정규근로자(특수형태포함),총근로시간,시간,
2013,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2013,04,비정규근로자(특수형태포함),초과근로시간,시간,
2013,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2013,04,비정규근로자(특수형태포함),시간당임금총액,원,
2013,04,비정규근로자(특수형태포함),시간당정액급여,원,
2013,04,비정규근로자(특수형태포함),월임금총액,천원,1654.0
2013,04,비정규근로자(특수형태포함),월급여액,천원,1626.0
2013,04,비정규근로자(특수형태포함),정액급여,천원,1578.0
2013,04,비정규근로자(특수형태포함),초과급여,천원,48.0
2013,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,27.0
2013,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,329.0
2014,04,비정규근로자(특수형태포함),총근로일수,일,
2014,04,비정규근로자(특수형태포함),총근로시간,시간,
2014,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2014,04,비정규근로자(특수형태포함),초과근로시간,시간,
2014,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2014,04,비정규근로자(특수형태포함),시간당임금총액,원,
2014,04,비정규근로자(특수형태포함),시간당정액급여,원,
2014,04,비정규근로자(특수형태포함),월임금총액,천원,1531.0
2014,04,비정규근로자(특수형태포함),월급여액,천원,1507.0
2014,04,비정규근로자(특수형태포함),정액급여,천원,1447.0
2014,04,비정규근로자(특수형태포함),초과급여,천원,60.0
2014,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,24.0
2014,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,284.0
2015,04,비정규근로자(특수형태포함),총근로일수,일,
2015,04,비정규근로자(특수형태포함),총근로시간,시간,
2015,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2015,04,비정규근로자(특수형태포함),초과근로시간,시간,
2015,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2015,04,비정규근로자(특수형태포함),시간당임금총액,원,
2015,04,비정규근로자(특수형태포함),시간당정액급여,원,
2015,04,비정규근로자(특수형태포함),월임금총액,천원,1570.0
2015,04,비정규근로자(특수형태포함),월급여액,천원,1543.0
2015,04,비정규근로자(특수형태포함),정액급여,천원,1490.0
2015,04,비정규근로자(특수형태포함),초과급여,천원,54.0
2015,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,26.0
2015,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,318.0
2016,04,비정규근로자(특수형태포함),총근로일수,일,
2016,04,비정규근로자(특수형태포함),총근로시간,시간,
2016,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2016,04,비정규근로자(특수형태포함),초과근로시간,시간,
2016,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2016,04,비정규근로자(특수형태포함),시간당임금총액,원,
2016,04,비정규근로자(특수형태포함),시간당정액급여,원,
2016,04,비정규근로자(특수형태포함),월임금총액,천원,1643.0
2016,04,비정규근로자(특수형태포함),월급여액,천원,1613.0
2016,04,비정규근로자(특수형태포함),정액급여,천원,1553.0
2016,04,비정규근로자(특수형태포함),초과급여,천원,60.0
2016,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,30.0
2016,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,359.0
2017,04,비정규근로자(특수형태포함),총근로일수,일,
2017,04,비정규근로자(특수형태포함),총근로시간,시간,
2017,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2017,04,비정규근로자(특수형태포함),초과근로시간,시간,
2017,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2017,04,비정규근로자(특수형태포함),시간당임금총액,원,
2017,04,비정규근로자(특수형태포함),시간당정액급여,원,
2017,04,비정규근로자(특수형태포함),월임금총액,천원,1680.0
2017,04,비정규근로자(특수형태포함),월급여액,천원,1651.0
2017,04,비정규근로자(특수형태포함),정액급여,천원,1593.0
2017,04,비정규근로자(특수형태포함),초과급여,천원,58.0
2017,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,28.0
2017,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,340.0
2018,04,비정규근로자(특수형태포함),총근로일수,일,
2018,04,비정규근로자(특수형태포함),총근로시간,시간,
2018,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2018,04,비정규근로자(특수형태포함),초과근로시간,시간,
2018,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2018,04,비정규근로자(특수형태포함),시간당임금총액,원,
2018,04,비정규근로자(특수형태포함),시간당정액급여,원,
2018,04,비정규근로자(특수형태포함),월임금총액,천원,1755.0
2018,04,비정규근로자(특수형태포함),월급여액,천원,1727.0
2018,04,비정규근로자(특수형태포함),정액급여,천원,1671.0
2018,04,비정규근로자(특수형태포함),초과급여,천원,56.0
2018,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,28.0
2018,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,341.0
2019,04,비정규근로자(특수형태포함),총근로일수,일,
2019,04,비정규근로자(특수형태포함),총근로시간,시간,
2019,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2019,04,비정규근로자(특수형태포함),초과근로시간,시간,
2019,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2019,04,비정규근로자(특수형태포함),시간당임금총액,원,
2019,04,비정규근로자(특수형태포함),시간당정액급여,원,
2019,04,비정규근로자(특수형태포함),월임금총액,천원,1811.0
2019,04,비정규근로자(특수형태포함),월급여액,천원,1783.0
2019,04,비정규근로자(특수형태포함),정액급여,천원,1730.0
2019,04,비정규근로자(특수형태포함),초과급여,천원,54.0
2019,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,28.0
2019,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,332.0
2020,04,비정규근로자(특수형태포함),총근로일수,일,
2020,04,비정규근로자(특수형태포함),총근로시간,시간,
2020,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2020,04,비정규근로자(특수형태포함),초과근로시간,시간,
2020,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2020,04,비정규근로자(특수형태포함),시간당임금총액,원,
2020,04,비정규근로자(특수형태포함),시간당정액급여,원,
2020,04,비정규근로자(특수형태포함),월임금총액,천원,1828.0
2020,04,비정규근로자(특수형태포함),월급여액,천원,1801.0
2020,04,비정규근로자(특수형태포함),정액급여,천원,1752.0
2020,04,비정규근로자(특수형태포함),초과급여,천원,49.0
2020,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,27.0
2020,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,320.0
2021,04,비정규근로자(특수형태포함),총근로일수,일,
2021,04,비정규근로자(특수형태포함),총근로시간,시간,
2021,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2021,04,비정규근로자(특수형태포함),초과근로시간,시간,
2021,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2021,04,비정규근로자(특수형태포함),시간당임금총액,원,
2021,04,비정규근로자(특수형태포함),시간당정액급여,원,
2021,04,비정규근로자(특수형태포함),월임금총액,천원,1879.0
2021,04,비정규근로자(특수형태포함),월급여액,천원,1853.0
2021,04,비정규근로자(특수형태포함),정액급여,천원,1798.0
2021,04,비정규근로자(특수형태포함),초과급여,천원,55.0
2021,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,26.0
2021,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,314.0
2022,04,비정규근로자(특수형태포함),총근로일수,일,
2022,04,비정규근로자(특수형태포함),총근로시간,시간,
2022,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2022,04,비정규근로자(특수형태포함),초과근로시간,시간,
2022,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2022,04,비정규근로자(특수형태포함),시간당임금총액,원,
2022,04,비정규근로자(특수형태포함),시간당정액급여,원,
2022,04,비정규근로자(특수형태포함),월임금총액,천원,2000.0
2022,04,비정규근로자(특수형태포함),월급여액,천원,1962.0
2022,04,비정규근로자(특수형태포함),정액급여,천원,1891.0
2022,04,비정규근로자(특수형태포함),초과급여,천원,71.0
2022,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,38.0
2022,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,456.0
2023,04,비정규근로자(특수형태포함),총근로일수,일,
2023,04,비정규근로자(특수형태포함),총근로시간,시간,
2023,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2023,04,비정규근로자(특수형태포함),초과근로시간,시간,
2023,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2023,04,비정규근로자(특수형태포함),시간당임금총액,원,
2023,04,비정규근로자(특수형태포함),시간당정액급여,원,
2023,04,비정규근로자(특수형태포함),월임금총액,천원,2061.0
2023,04,비정규근로자(특수형태포함),월급여액,천원,2023.0
2023,04,비정규근로자(특수형태포함),정액급여,천원,1955.0
2023,04,비정규근로자(특수형태포함),초과급여,천원,68.0
2023,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,38.0
2023,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,453.0
2024,04,비정규근로자(특수형태포함),총근로일수,일,
2024,04,비정규근로자(특수형태포함),총근로시간,시간,
2024,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2024,04,비정규근로자(특수형태포함),초과근로시간,시간,
2024,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2024,04,비정규근로자(특수형태포함),시간당임금총액,원,
2024,04,비정규근로자(특수형태포함),시간당정액급여,원,
2024,04,비정규근로자(특수형태포함),월임금총액,천원,2089.0
2024,04,비정규근로자(특수형태포함),월급여액,천원,2055.0
2024,04,비정규근로자(특수형태포함),정액급여,천원,1984.0
2024,04,비정규근로자(특수형태포함),초과급여,천원,71.0
2024,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,35.0
2024,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,419.0
2025,04,비정규근로자(특수형태포함),총근로일수,일,
2025,04,비정규근로자(특수형태포함),총근로시간,시간,
2025,04,비정규근로자(특수형태포함),소정실근로시간,시간,
2025,04,비정규근로자(특수형태포함),초과근로시간,시간,
2025,04,비정규근로자(특수형태포함),휴일근로시간,시간,
2025,04,비정규근로자(특수형태포함),시간당임금총액,원,
2025,04,비정규근로자(특수형태포함),시간당정액급여,원,
2025,04,비정규근로자(특수형태포함),월임금총액,천원,2099.0
2025,04,비정규근로자(특수형태포함),월급여액,천원,2064.0
2025,04,비정규근로자(특수형태포함),정액급여,천원,1987.0
2025,04,비정규근로자(특수형태포함),초과급여,천원,77.0
2025,04,비정규근로자(특수형태포함),전년도 연간특별급여/12개월,천원,35.0
2025,04,비정규근로자(특수형태포함),전년도 연간특별급여,천원,425.0
2007,05,특수형태근로종사자,총근로일수,일,
2007,05,특수형태근로종사자,총근로시간,시간,
