year,emp_type,ksic_section,industry,시간당임금총액_원,총근로시간_h,월임금총액_만원,월급여액_만원,정액급여_만원,초과급여_만원
2023,정규근로자,전체,전체,24799.0,174.5,428.0,378.7,356.8,22.0
2024,비정규근로자,A,"농업, 임업 및 어업",17892.0,136.3,218.9,209.4,201.0,8.4
2024,비정규근로자,B,광업,19539.0,142.6,263.7,256.4,229.7,26.7
2024,비정규근로자,C,제조업,17315.0,146.6,247.0,238.4,202.1,36.3
2024,비정규근로자,D,"전기, 가스, 증기 및 공기 조절 공급업",23613.0,160.8,369.6,350.5,329.9,20.6
2024,비정규근로자,E,"수도, 하수 및 폐기물 처리, 원료 재생업",19709.0,141.7,276.6,267.2,229.5,37.7
2024,비정규근로자,F,건설업,26666.0,92.3,242.9,242.1,238.7,3.4
2024,비정규근로자,G,도매 및 소매업,14248.0,97.3,140.5,138.7,134.0,4.8
2024,비정규근로자,H,운수 및 창고업,17624.0,139.5,244.9,240.3,213.6,26.7
2024,비정규근로자,I,숙박 및 음식점업,13002.0,83.1,109.5,109.1,105.3,3.8
2024,비정규근로자,J,정보통신업,19373.0,123.0,248.7,243.6,238.4,5.2
2024,비정규근로자,K,금융 및 보험업,35291.0,144.8,519.4,425.7,415.7,10.0
2024,비정규근로자,L,부동산업,14763.0,162.7,227.8,226.4,220.9,5.5
2024,비정규근로자,M,"전문, 과학 및 기술 서비스업",22910.0,128.0,293.1,282.4,270.9,11.5
2024,비정규근로자,N,"사업시설 관리, 사업 지원 및 임대 서비스업",17236.0,116.8,195.9,191.8,184.6,7.2
2024,비정규근로자,P,교육 서비스업,25659.0,91.0,188.8,185.9,183.0,2.9
2024,비정규근로자,Q,보건업 및 사회복지서비스업,15750.0,89.4,144.4,142.8,139.5,3.3
2024,비정규근로자,R,"예술, 스포츠 및 여가관련 서비스업",15920.0,106.3,166.3,164.9,158.3,6.6
2024,비정규근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",15864.0,101.3,154.9,153.0,150.3,2.7
2024,비정규근로자,전체,전체,18404.0,105.8,190.9,186.8,178.7,8.2
2024,비정규직근로자(특수형태포함),A,"농업, 임업 및 어업",,,225.7,216.3,208.1,8.2
2024,비정규직근로자(특수형태포함),B,광업,,,345.3,339.2,317.1,22.1
2024,비정규직근로자(특수형태포함),C,제조업,,,253.4,245.2,210.4,34.8
2024,비정규직근로자(특수형태포함),D,"전기, 가스, 증기 및 공기 조절 공급업",,,369.6,350.5,329.9,20.6
2024,비정규직근로자(특수형태포함),E,"수도, 하수 및 폐기물 처리, 원료 재생업",,,276.5,267.8,232.8,35.0
2024,비정규직근로자(특수형태포함),F,건설업,,,243.1,242.3,239.0,3.4
2024,비정규직근로자(특수형태포함),G,도매 및 소매업,,,151.1,149.5,145.3,4.2
2024,비정규직근로자(특수형태포함),H,운수 및 창고업,,,346.2,343.5,327.9,15.6
2024,비정규직근로자(특수형태포함),I,숙박 및 음식점업,,,110.0,109.6,105.8,3.8
2024,비정규직근로자(특수형태포함),J,정보통신업,,,263.6,258.9,254.0,4.9
2024,비정규직근로자(특수형태포함),K,금융 및 보험업,,,437.9,414.6,412.2,2.5
2024,비정규직근로자(특수형태포함),L,부동산업,,,226.2,224.8,219.4,5.4
2024,비정규직근로자(특수형태포함),M,"전문, 과학 및 기술 서비스업",,,293.5,283.3,272.1,11.1
2024,비정규직근로자(특수형태포함),N,"사업시설 관리, 사업 지원 및 임대 서비스업",,,215.4,212.3,206.8,5.5
2024,비정규직근로자(특수형태포함),P,교육 서비스업,,,191.7,189.7,187.8,1.9
2024,비정규직근로자(특수형태포함),Q,보건업 및 사회복지서비스업,,,144.4,142.8,139.6,3.2
2024,비정규직근로자(특수형태포함),R,"예술, 스포츠 및 여가관련 서비스업",,,217.0,216.1,211.9,4.2
2024,비정규직근로자(특수형태포함),S,"협회 및 단체, 수리 및 기타 개인 서비스업",,,182.8,181.4,179.4,2.0
2024,비정규직근로자(특수형태포함),전체,전체,,,208.9,205.5,198.4,7.1
2024,전체근로자,A,"농업, 임업 및 어업",21758.0,152.2,319.3,287.8,278.8,9.0
2024,전체근로자,B,광업,26975.0,172.6,453.8,411.7,373.0,38.8
2024,전체근로자,C,제조업,27372.0,165.5,448.7,388.9,346.8,42.0
2024,전체근로자,D,"전기, 가스, 증기 및 공기 조절 공급업",40744.0,163.3,660.7,524.8,495.5,29.3
2024,전체근로자,E,"수도, 하수 및 폐기물 처리, 원료 재생업",25209.0,168.9,422.6,389.9,349.4,40.5
2024,전체근로자,F,건설업,26378.0,125.2,328.4,318.2,308.0,10.2
2024,전체근로자,G,도매 및 소매업,23800.0,146.9,357.9,332.2,323.2,9.0
2024,전체근로자,H,운수 및 창고업,25229.0,159.5,394.7,353.2,321.5,31.7
2024,전체근로자,I,숙박 및 음식점업,14227.0,126.9,185.7,183.0,175.9,7.1
2024,전체근로자,J,정보통신업,32179.0,151.7,492.1,450.1,435.8,14.3
2024,전체근로자,K,금융 및 보험업,45987.0,152.7,699.1,534.4,518.9,15.5
2024,전체근로자,L,부동산업,18971.0,160.8,293.2,278.8,272.8,6.0
2024,전체근로자,M,"전문, 과학 및 기술 서비스업",34027.0,152.4,519.4,448.9,434.3,14.6
2024,전체근로자,N,"사업시설 관리, 사업 지원 및 임대 서비스업",22010.0,153.0,336.0,311.1,292.5,18.6
2024,전체근로자,P,교육 서비스업,28039.0,122.4,327.6,310.6,305.8,4.8
2024,전체근로자,Q,보건업 및 사회복지서비스업,20046.0,132.0,276.3,263.2,252.5,10.8
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",19415.0,136.9,270.3,257.5,244.8,12.7
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",18443.0,147.0,270.2,254.7,248.0,6.7
2024,전체근로자,전체,전체,25156.0,146.8,373.7,337.4,318.6,18.8
2024,전체근로자(특수형태포함),A,"농업, 임업 및 어업",,,321.1,289.9,280.9,8.9
2024,전체근로자(특수형태포함),B,광업,,,460.8,419.8,382.0,37.8
2024,전체근로자(특수형태포함),C,제조업,,,448.4,388.9,347.1,41.8
2024,전체근로자(특수형태포함),D,"전기, 가스, 증기 및 공기 조절 공급업",,,660.7,524.8,495.5,29.3
2024,전체근로자(특수형태포함),E,"수도, 하수 및 폐기물 처리, 원료 재생업",,,421.3,388.9,348.7,40.2
2024,전체근로자(특수형태포함),F,건설업,,,328.4,318.2,308.0,10.2
2024,전체근로자(특수형태포함),G,도매 및 소매업,,,354.5,329.5,320.7,8.8
2024,전체근로자(특수형태포함),H,운수 및 창고업,,,405.8,369.3,341.4,27.9
2024,전체근로자(특수형태포함),I,숙박 및 음식점업,,,185.8,183.1,176.0,7.1
2024,전체근로자(특수형태포함),J,정보통신업,,,491.8,450.2,436.0,14.2
2024,전체근로자(특수형태포함),K,금융 및 보험업,,,614.2,498.0,487.1,10.9
2024,전체근로자(특수형태포함),L,부동산업,,,291.1,277.0,271.1,5.9
2024,전체근로자(특수형태포함),M,"전문, 과학 및 기술 서비스업",,,518.5,448.3,433.7,14.5
2024,전체근로자(특수형태포함),N,"사업시설 관리, 사업 지원 및 임대 서비스업",,,332.6,309.1,291.6,17.5
2024,전체근로자(특수형태포함),P,교육 서비스업,,,301.8,288.1,284.3,3.9
2024,전체근로자(특수형태포함),Q,보건업 및 사회복지서비스업,,,275.7,262.8,252.0,10.8
2024,전체근로자(특수형태포함),R,"예술, 스포츠 및 여가관련 서비스업",,,277.4,267.4,257.3,10.0
2024,전체근로자(특수형태포함),S,"협회 및 단체, 수리 및 기타 개인 서비스업",,,270.2,255.9,249.7,6.2
2024,전체근로자(특수형태포함),전체,전체,,,371.7,336.9,318.9,18.0
2024,정규근로자,A,"농업, 임업 및 어업",24094.0,161.8,379.9,335.2,325.8,9.4
2024,정규근로자,B,광업,28003.0,176.7,480.1,433.2,392.8,40.4
2024,정규근로자,C,제조업,28748.0,168.1,476.3,409.4,366.6,42.8
2024,정규근로자,D,"전기, 가스, 증기 및 공기 조절 공급업",42476.0,163.6,690.2,542.4,512.2,30.2
2024,정규근로자,E,"수도, 하수 및 폐기물 처리, 원료 재생업",25921.0,172.4,441.5,405.8,364.9,40.9
2024,정규근로자,F,건설업,26081.0,159.2,416.5,396.6,379.3,17.3
2024,정규근로자,G,도매 및 소매업,26389.0,160.4,416.8,384.7,374.5,10.2
2024,정규근로자,H,운수 및 창고업,27022.0,164.2,430.0,379.8,346.9,32.9
2024,정규근로자,I,숙박 및 음식점업,15675.0,178.6,275.7,270.3,259.3,11.0
2024,정규근로자,J,정보통신업,33563.0,154.8,518.4,472.4,457.1,15.3
2024,정규근로자,K,금융 및 보험업,47684.0,153.9,727.7,551.7,535.3,16.4
2024,정규근로자,L,부동산업,26525.0,157.5,410.6,372.9,366.1,6.8
2024,정규근로자,M,"전문, 과학 및 기술 서비스업",35642.0,155.9,552.3,473.1,458.0,15.1
2024,정규근로자,N,"사업시설 관리, 사업 지원 및 임대 서비스업",23069.0,161.0,367.0,337.5,316.5,21.1
2024,정규근로자,P,교육 서비스업,30255.0,151.7,456.7,426.6,420.0,6.6
2024,정규근로자,Q,보건업 및 사회복지서비스업,22743.0,158.8,359.1,338.9,323.4,15.5
2024,정규근로자,R,"예술, 스포츠 및 여가관련 서비스업",22370.0,162.7,358.2,335.8,318.0,17.8
2024,정규근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",19312.0,162.5,309.0,288.9,280.9,8.0
2024,정규근로자,전체,전체,27703.0,162.2,442.7,394.2,371.4,22.8
2025,비정규근로자,A,"농업, 임업 및 어업",17658.0,142.9,227.1,215.5,203.2,12.3
2025,비정규근로자,B,광업,20116.0,142.5,273.3,258.4,227.7,30.7
2025,비정규근로자,C,제조업,17410.0,149.9,255.3,247.6,208.4,39.2
2025,비정규근로자,D,"전기, 가스, 증기 및 공기 조절 공급업",23771.0,155.4,365.4,339.1,317.4,21.8
2025,비정규근로자,E,"수도, 하수 및 폐기물 처리, 원료 재생업",20224.0,148.3,294.2,282.4,243.3,39.1
2025,비정규근로자,F,건설업,27110.0,92.1,246.1,245.2,241.2,4.0
2025,비정규근로자,G,도매 및 소매업,14795.0,95.9,145.6,143.5,138.7,4.9
2025,비정규근로자,H,운수 및 창고업,17827.0,133.5,237.3,231.5,203.5,28.0
2025,비정규근로자,I,숙박 및 음식점업,13191.0,81.7,109.4,109.0,105.3,3.7
2025,비정규근로자,J,정보통신업,20945.0,123.1,263.8,257.4,252.3,5.1
2025,비정규근로자,K,금융 및 보험업,35682.0,143.5,516.1,420.1,409.3,10.8
2025,비정규근로자,L,부동산업,15321.0,160.9,237.7,235.8,230.0,5.8
2025,비정규근로자,M,"전문, 과학 및 기술 서비스업",23155.0,122.0,280.5,272.4,264.2,8.2
2025,비정규근로자,N,"사업시설 관리, 사업 지원 및 임대 서비스업",18064.0,111.6,194.1,190.3,183.4,6.9
2025,비정규근로자,P,교육 서비스업,26115.0,90.1,191.3,188.3,185.4,2.9
2025,비정규근로자,Q,보건업 및 사회복지서비스업,15969.0,87.8,143.9,142.4,138.3,4.1
2025,비정규근로자,R,"예술, 스포츠 및 여가관련 서비스업",16224.0,104.0,165.4,163.2,156.5,6.7
2025,비정규근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",15626.0,96.9,150.9,149.3,146.7,2.6
2025,비정규근로자,전체,전체,18635.0,104.8,192.1,188.0,179.2,8.8
2025,비정규직근로자(특수형태포함),A,"농업, 임업 및 어업",,,235.0,223.6,211.5,12.1
2025,비정규직근로자(특수형태포함),B,광업,,,331.4,318.8,292.9,25.9
2025,비정규직근로자(특수형태포함),C,제조업,,,259.1,251.5,213.5,38.1
2025,비정규직근로자(특수형태포함),D,"전기, 가스, 증기 및 공기 조절 공급업",,,365.4,339.1,317.4,21.8
2025,비정규직근로자(특수형태포함),E,"수도, 하수 및 폐기물 처리, 원료 재생업",,,294.1,283.0,246.5,36.5
2025,비정규직근로자(특수형태포함),F,건설업,,,246.5,245.6,241.6,4.0
2025,비정규직근로자(특수형태포함),G,도매 및 소매업,,,155.3,153.5,149.1,4.3
2025,비정규직근로자(특수형태포함),H,운수 및 창고업,,,340.1,336.5,319.5,17.0
2025,비정규직근로자(특수형태포함),I,숙박 및 음식점업,,,110.5,110.1,106.4,3.7
2025,비정규직근로자(특수형태포함),J,정보통신업,,,280.7,274.8,270.1,4.7
2025,비정규직근로자(특수형태포함),K,금융 및 보험업,,,423.0,401.2,398.7,2.4
2025,비정규직근로자(특수형태포함),L,부동산업,,,237.5,235.7,230.0,5.7
2025,비정규직근로자(특수형태포함),M,"전문, 과학 및 기술 서비스업",,,280.0,272.0,264.0,8.0
2025,비정규직근로자(특수형태포함),N,"사업시설 관리, 사업 지원 및 임대 서비스업",,,201.6,198.4,192.6,5.7
2025,비정규직근로자(특수형태포함),P,교육 서비스업,,,194.4,192.3,190.4,2.0
2025,비정규직근로자(특수형태포함),Q,보건업 및 사회복지서비스업,,,144.1,142.6,138.5,4.1
2025,비정규직근로자(특수형태포함),R,"예술, 스포츠 및 여가관련 서비스업",,,220.8,219.4,214.8,4.6
2025,비정규직근로자(특수형태포함),S,"협회 및 단체, 수리 및 기타 개인 서비스업",,,184.1,182.8,180.9,1.9
2025,비정규직근로자(특수형태포함),전체,전체,,,209.9,206.4,198.7,7.7
2025,전체근로자,A,"농업, 임업 및 어업",22198.0,154.2,331.1,297.5,286.4,11.1
2025,전체근로자,B,광업,27936.0,172.5,468.4,423.9,377.0,46.9
2025,전체근로자,C,제조업,27960.0,166.2,460.3,402.8,355.7,47.1
2025,전체근로자,D,"전기, 가스, 증기 및 공기 조절 공급업",43512.0,160.8,692.1,527.0,498.7,28.2
2025,전체근로자,E,"수도, 하수 및 폐기물 처리, 원료 재생업",25830.0,169.1,432.4,400.7,355.9,44.8
2025,전체근로자,F,건설업,26916.0,125.8,337.4,326.4,316.3,10.1
2025,전체근로자,G,도매 및 소매업,24762.0,147.0,372.7,345.8,335.3,10.5
2025,전체근로자,H,운수 및 창고업,25797.0,157.6,401.3,358.7,323.3,35.3
2025,전체근로자,I,숙박 및 음식점업,14670.0,126.3,192.0,189.3,181.9,7.4
2025,전체근로자,J,정보통신업,33802.0,152.4,516.3,469.0,453.1,15.9
2025,전체근로자,K,금융 및 보험업,46430.0,151.9,703.0,545.0,528.0,16.9
2025,전체근로자,L,부동산업,19613.0,159.8,304.3,288.8,282.1,6.7
2025,전체근로자,M,"전문, 과학 및 기술 서비스업",35236.0,151.7,534.9,461.6,445.6,16.0
2025,전체근로자,N,"사업시설 관리, 사업 지원 및 임대 서비스업",22915.0,151.0,344.7,320.9,301.6,19.3
2025,전체근로자,P,교육 서비스업,28455.0,121.3,330.1,313.1,307.7,5.4
2025,전체근로자,Q,보건업 및 사회복지서비스업,20600.0,129.5,280.4,266.9,254.6,12.3
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",19682.0,133.6,268.8,256.4,243.1,13.3
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",19017.0,147.2,281.9,265.0,257.7,7.3
2025,전체근로자,전체,전체,25839.0,146.3,383.4,346.9,326.1,20.8
2025,전체근로자(특수형태포함),A,"농업, 임업 및 어업",,,333.6,300.2,289.2,11.0
2025,전체근로자(특수형태포함),B,광업,,,473.4,430.2,384.6,45.6
2025,전체근로자(특수형태포함),C,제조업,,,460.0,402.7,355.7,46.9
2025,전체근로자(특수형태포함),D,"전기, 가스, 증기 및 공기 조절 공급업",,,692.1,527.0,498.7,28.2
2025,전체근로자(특수형태포함),E,"수도, 하수 및 폐기물 처리, 원료 재생업",,,431.2,399.8,355.4,44.4
2025,전체근로자(특수형태포함),F,건설업,,,337.4,326.5,316.4,10.1
2025,전체근로자(특수형태포함),G,도매 및 소매업,,,369.5,343.2,333.0,10.3
2025,전체근로자(특수형태포함),H,운수 및 창고업,,,412.6,374.8,343.6,31.3
2025,전체근로자(특수형태포함),I,숙박 및 음식점업,,,192.3,189.6,182.2,7.4
2025,전체근로자(특수형태포함),J,정보통신업,,,515.8,469.0,453.2,15.8
2025,전체근로자(특수형태포함),K,금융 및 보험업,,,606.0,497.8,486.2,11.6
2025,전체근로자(특수형태포함),L,부동산업,,,303.5,288.2,281.5,6.6
2025,전체근로자(특수형태포함),M,"전문, 과학 및 기술 서비스업",,,534.1,461.0,445.1,15.9
2025,전체근로자(특수형태포함),N,"사업시설 관리, 사업 지원 및 임대 서비스업",,,340.5,317.6,299.1,18.6
2025,전체근로자(특수형태포함),P,교육 서비스업,,,305.5,291.7,287.3,4.4
2025,전체근로자(특수형태포함),Q,보건업 및 사회복지서비스업,,,280.2,266.7,254.5,12.2
2025,전체근로자(특수형태포함),R,"예술, 스포츠 및 여가관련 서비스업",,,282.0,271.9,261.0,10.8
2025,전체근로자(특수형태포함),S,"협회 및 단체, 수리 및 기타 개인 서비스업",,,282.1,266.3,259.5,6.8
2025,전체근로자(특수형태포함),전체,전체,,,381.4,346.3,326.3,20.0
2025,정규근로자,A,"농업, 임업 및 어업",25124.0,161.4,398.1,350.3,340.0,10.3
2025,정규근로자,B,광업,29392.0,178.1,504.7,454.8,404.8,50.0
2025,정규근로자,C,제조업,29423.0,168.5,488.7,424.3,376.1,48.2
2025,정규근로자,D,"전기, 가스, 증기 및 공기 조절 공급업",45791.0,161.4,729.8,548.6,519.7,29.0
2025,정규근로자,E,"수도, 하수 및 폐기물 처리, 원료 재생업",26574.0,171.8,450.7,416.5,370.9,45.6
2025,정규근로자,F,건설업,26732.0,157.7,423.9,403.4,387.6,15.9
2025,정규근로자,G,도매 및 소매업,27331.0,160.1,431.3,398.0,386.0,12.0
2025,정규근로자,H,운수 및 창고업,27811.0,163.7,442.8,390.8,353.6,37.2
2025,정규근로자,I,숙박 및 음식점업,16417.0,178.9,289.4,284.0,272.3,11.8
2025,정규근로자,J,정보통신업,35208.0,155.6,543.9,492.1,475.1,17.1
2025,정규근로자,K,금융 및 보험업,48094.0,153.2,732.0,564.3,546.4,17.9
2025,정규근로자,L,부동산업,27584.0,157.6,427.9,387.2,378.9,8.3
2025,정규근로자,M,"전문, 과학 및 기술 서비스업",37139.0,156.4,575.0,491.4,474.2,17.2
2025,정규근로자,N,"사업시설 관리, 사업 지원 및 임대 서비스업",24163.0,161.2,383.5,354.5,332.0,22.5
2025,정규근로자,P,교육 서비스업,30772.0,152.2,467.5,436.7,428.8,7.9
2025,정규근로자,Q,보건업 및 사회복지서비스업,23763.0,157.9,373.6,351.9,334.1,17.8
2025,정규근로자,R,"예술, 스포츠 및 여가관련 서비스업",22976.0,161.9,367.4,345.1,325.5,19.6
2025,정규근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",19939.0,160.9,317.6,296.5,287.9,8.6
2025,정규근로자,전체,전체,28599.0,162.1,456.7,407.8,382.4,25.5
